SOGNEKODE;ANTAL.IKKEBESK;SOGNENAVN;KOMNAVN;INDKOMST.BESK;INDKOMST.IKKEBESK;INDKOMST.STUD;INDKOMST.ALLE;INDKOMST.GNS.BESK;INDKOMST.GNS.IKKEBESK;INDKOMST.GNS.STUD;INDKOMST.GNS.ALLE;ANTAL.BESK;ANTAL.STUD;ANTAL.ALLE;KOM.INDKOMST.GNS.BESK;KOM.INDKOMST.GNS.IKKEBESK;KOM.INDKOMST.GNS.STUD;KOM.INDKOMST.GNS.ALLE
7720;150;Vejstrup Sogn;Svendborg;382538;201444;117881;316220;477234;215556;130881;367632;270;30;450;453174;239854;158294;343979
7721;350;Gudme Sogn;Svendborg;391419;215450;242470;307387;418820;221439;222144;336654;530;30;920;453174;239854;158294;343979
7722;80;Brudager Sogn;Svendborg;402301;208000;0;352192;425260;224138;0;358819;160;0;240;453174;239854;158294;343979
7723;350;Gudbjerg Sogn;Svendborg;393617;199026;197360;308468;440495;215759;195950;349112;560;30;930;453174;239854;158294;343979
7724;5780;Nyborg Sogn;Nyborg;391671;228125;160355;282472;451162;242818;164595;332213;5130;560;11460;436569;235003;177140;337025
7725;350;Aunslev Sogn;Nyborg;383882;213516;163516;321514;422560;236738;181944;346563;570;30;940;436569;235003;177140;337025
7726;70;Bovense Sogn;Nyborg;394934;201267;0;327852;450418;227123;0;363236;120;0;200;436569;235003;177140;337025
7727;230;Flødstrup Sogn;Nyborg;373529;199510;249255;317422;406873;227890;224597;340509;420;20;670;436569;235003;177140;337025
7728;960;Ullerslev Sogn;Nyborg;381383;212132;207322;299531;411056;224602;206144;323540;1160;50;2180;436569;235003;177140;337025
7729;140;Skellerup Sogn;Nyborg;378287;195838;198304;318881;396167;214444;180491;336561;310;10;460;436569;235003;177140;337025
7730;100;Ellinge Sogn;Nyborg;396141;203201;196875;326350;441563;229164;169876;365183;220;20;340;436569;235003;177140;337025
7731;60;Kullerup Sogn;Nyborg;387620;205078;0;329156;467891;206655;0;380869;140;0;200;436569;235003;177140;337025
7732;230;Refsvindinge Sogn;Nyborg;388739;204783;157802;320907;411784;222507;173033;340365;420;20;670;436569;235003;177140;337025
7733;1040;Vindinge Sogn;Nyborg;408813;222854;177170;324075;452693;240785;185212;361866;1530;70;2650;436569;235003;177140;337025
7734;180;Frørup Sogn;Nyborg;381830;203929;177249;325020;409655;208363;252970;341019;370;20;570;436569;235003;177140;337025
7735;660;Ørbæk Sogn;Nyborg;389026;214418;240842;295714;433819;225737;201351;329574;700;30;1390;436569;235003;177140;337025
7736;310;Herrested Sogn;Nyborg;373937;203755;181776;305017;419499;214686;202403;331540;440;20;780;436569;235003;177140;337025
7737;130;Søllinge Sogn;Faaborg-Midtfyn;366307;196695;168497;295043;386633;232067;162015;319350;200;10;340;429585;225478;191665;335292
7738;30;Hellerup Sogn;Faaborg-Midtfyn;393242;201723;0;337243;437633;234015;0;380843;110;0;150;429585;225478;191665;335292
7739;90;Sønder Højrup Sogn;Faaborg-Midtfyn;383586;203208;194346;327031;404066;219125;173500;336881;210;20;330;429585;225478;191665;335292
7740;460;Årslev Sogn;Faaborg-Midtfyn;408308;218035;165307;341520;456327;227550;180769;366131;810;50;1320;429585;225478;191665;335292
7741;1870;Rudkøbing Sogn;Langeland;363035;215552;180005;248806;386531;221670;194812;287183;1310;90;3270;395653;217815;195461;296343
7742;220;Simmerbølle Sogn;Langeland;381273;206157;175538;302925;442371;235125;203577;351426;310;20;540;395653;217815;195461;296343
7743;180;Skrøbelev Sogn;Langeland;365618;205796;0;303489;444215;214298;0;352436;280;0;470;395653;217815;195461;296343
7745;450;Tullebølle Sogn;Langeland;353876;205038;189284;259392;370493;217035;210545;287672;410;20;880;395653;217815;195461;296343
7746;580;Brahetrolleborg Sogn;Faaborg-Midtfyn;365828;206860;188382;280647;406340;213346;194982;315730;710;40;1320;429585;225478;191665;335292
7747;130;Krarup Sogn;Faaborg-Midtfyn;394387;195633;135130;323355;414065;209482;193134;343150;270;20;420;429585;225478;191665;335292
7748;70;Herringe Sogn;Faaborg-Midtfyn;396327;199922;0;336870;409415;247425;0;355089;170;0;260;429585;225478;191665;335292
7749;80;Gestelev Sogn;Faaborg-Midtfyn;397502;219632;156119;348175;447226;220852;198055;371710;200;10;300;429585;225478;191665;335292
7750;230;Espe Sogn;Faaborg-Midtfyn;388770;200077;185340;316798;408911;214039;208502;332796;390;20;640;429585;225478;191665;335292
7751;80;Vantinge Sogn;Faaborg-Midtfyn;395106;197506;0;331058;416122;212961;0;336895;140;0;230;429585;225478;191665;335292
7752;200;Allested Sogn;Faaborg-Midtfyn;367193;211990;228995;304146;409246;226519;201521;334492;310;10;530;429585;225478;191665;335292
7753;260;Vejle Sogn;Faaborg-Midtfyn;380254;198677;238069;311813;419471;219140;219577;337184;400;20;680;429585;225478;191665;335292
7754;630;Nørre Broby Sogn;Faaborg-Midtfyn;374472;201958;204737;297819;405889;217505;216713;320697;820;40;1490;429585;225478;191665;335292
7755;430;Sønder Broby Sogn;Faaborg-Midtfyn;367604;206527;229472;288712;406730;217831;216077;322359;580;30;1040;429585;225478;191665;335292
7756;220;Hillerslev Sogn;Faaborg-Midtfyn;368607;198962;161799;294555;395386;215884;194991;323005;370;20;620;429585;225478;191665;335292
7757;80;Øster Hæsinge Sogn;Faaborg-Midtfyn;371177;204238;0;301531;409894;217708;0;332933;130;0;220;429585;225478;191665;335292
7758;280;Vester Hæsinge Sogn;Faaborg-Midtfyn;381354;198397;118847;274636;415003;218899;141032;321402;350;20;650;429585;225478;191665;335292
7759;60;Sandholts Lyndelse Sogn;Faaborg-Midtfyn;371531;188881;0;295885;472957;200954;0;363675;100;0;170;429585;225478;191665;335292
7760;210;Jordløse Sogn;Assens;359687;200236;232768;303530;383995;220260;221108;318459;330;10;540;438723;222245;189094;340904
7761;170;Håstrup Sogn;Faaborg-Midtfyn;369014;206220;191101;291683;416800;212613;185645;325139;240;20;430;429585;225478;191665;335292
7762;640;Svanninge Sogn;Faaborg-Midtfyn;389335;205575;192321;297659;435149;232490;188360;340562;770;20;1430;429585;225478;191665;335292
7763;690;Horne Sogn;Faaborg-Midtfyn;372171;204350;197849;294970;446373;233903;209190;348202;850;40;1580;429585;225478;191665;335292
7766;2310;Ringe Sogn;Faaborg-Midtfyn;401260;215380;153565;301103;450748;227938;169057;338564;2690;280;5280;429585;225478;191665;335292
7767;700;Ryslinge Sogn;Faaborg-Midtfyn;386833;205188;162355;308715;422104;220896;165777;334158;990;50;1740;429585;225478;191665;335292
7768;660;Gislev Sogn;Faaborg-Midtfyn;369689;199121;200661;285398;419334;214563;190344;326398;880;60;1590;429585;225478;191665;335292
7769;60;Ellested Sogn;Nyborg;369182;201374;0;295952;387936;202251;0;311555;100;0;160;436569;235003;177140;337025
7770;80;Langå Sogn;Nyborg;375175;204338;0;300584;392446;216680;0;320191;120;0;210;436569;235003;177140;337025
7771;80;Øksendrup Sogn;Nyborg;366920;206780;0;292409;373603;211044;0;306315;110;0;190;436569;235003;177140;337025
7772;510;Hesselager Sogn;Svendborg;373455;202864;158542;278636;425005;221196;188352;324948;560;30;1100;453174;239854;158294;343979
7773;150;Svindinge Sogn;Nyborg;370620;195419;0;299973;391863;204508;0;315120;220;0;370;436569;235003;177140;337025
7774;1900;Sankt Knuds Sogn;Odense;384136;228671;139773;239760;450991;251470;149068;309350;3610;2500;8010;454716;228450;151188;327507
7775;1630;Ansgars Sogn;Odense;371899;226118;137065;236896;411473;237275;149457;283240;2390;1730;5740;454716;228450;151188;327507
7776;3380;Bolbro Sogn;Odense;359433;205567;130270;237361;377134;205983;144526;268674;3540;1380;8310;454716;228450;151188;327507
7777;1730;Thomas Kingos Sogn;Odense;517134;245825;131480;384995;744869;321000;155361;551551;3570;730;6040;454716;228450;151188;327507
7778;2160;Munkebjerg Sogn;Odense;411809;222219;116590;266131;456213;236843;137123;316872;3150;1480;6780;454716;228450;151188;327507
7779;1650;Vor Frue Sogn;Odense;352769;215106;141522;225927;375045;214817;151396;261163;3270;2690;7610;454716;228450;151188;327507
7780;3760;Korsløkke Sogn;Odense;359424;206334;123165;229185;383366;206296;140650;261382;3760;2090;9610;454716;228450;151188;327507
7781;1590;Sankt Hans Sogn;Odense;374870;219456;135673;218669;439538;242034;145137;285364;2760;2540;6890;454716;228450;151188;327507
7782;3820;Fredens Sogn;Odense;392121;212791;142967;267636;419594;214193;156985;310397;6070;1930;11810;454716;228450;151188;327507
7783;940;Hans Tausens Sogn;Odense;421395;222274;138898;273474;476005;242851;153529;334379;1770;910;3630;454716;228450;151188;327507
7784;3490;Paarup Sogn;Odense;424588;216661;157777;319313;477863;238361;173640;362667;4260;300;8040;454716;228450;151188;327507
7785;1370;Korup Sogn;Odense;401324;209801;171486;323558;443641;234877;203321;351678;1930;110;3420;454716;228450;151188;327507
7786;650;Ubberud Sogn;Odense;415375;204800;167057;329391;461348;229357;179919;370067;1140;70;1850;454716;228450;151188;327507
7787;1480;Dalum Sogn;Odense;458832;221280;145145;347152;568950;244032;167588;429696;2770;420;4680;454716;228450;151188;327507
7788;1980;Sanderum Sogn;Odense;424495;220991;143604;334197;466577;240262;176972;363082;2730;210;4920;454716;228450;151188;327507
7789;140;Brændekilde Sogn;Odense;391474;200212;199260;330175;520945;299190;221967;437589;270;10;420;454716;228450;151188;327507
7790;1480;Bellinge Sogn;Odense;431226;217618;161234;341104;519624;242931;189660;399730;2100;90;3670;454716;228450;151188;327507
7791;960;Stenløse Sogn;Odense;418802;228009;170170;343089;480932;265560;189160;385086;1490;140;2590;454716;228450;151188;327507
7792;290;Fangel Sogn;Odense;399132;219905;146312;303147;453690;233852;157119;353258;400;30;720;454716;228450;151188;327507
7793;410;Verninge Sogn;Assens;372008;204024;178986;308775;411943;217670;192694;338847;780;50;1240;438723;222245;189094;340904
7794;490;Tommerup Sogn;Assens;400298;216659;181169;322880;506534;223101;198624;398700;890;50;1430;438723;222245;189094;340904
7795;430;Brylle Sogn;Assens;397947;205855;182732;329560;431168;230433;173728;355790;760;20;1210;438723;222245;189094;340904
7796;1620;Vissenbjerg Sogn;Assens;388833;206641;184168;309863;420010;221503;197567;336209;2490;170;4280;438723;222245;189094;340904
7798;2090;Munkebo Sogn;Kerteminde;378029;212216;169510;276032;422058;226537;175946;320486;2180;170;4440;463523;230173;180499;351775
7800;180;Kølstrup Sogn;Kerteminde;390188;200515;158432;343793;442463;236260;173557;370142;380;20;580;463523;230173;180499;351775
7801;2520;Assens Sogn;Assens;369252;213930;165967;252087;452011;223756;173125;314044;1810;160;4490;438723;222245;189094;340904
7803;280;Kærum Sogn;Assens;377702;200908;145555;305082;451932;243206;175168;361889;430;30;740;438723;222245;189094;340904
7804;260;Gamtofte Sogn;Assens;387265;200476;179729;327352;480658;223850;207688;379263;410;10;680;438723;222245;189094;340904
7805;50;Søby Sogn;Assens;368284;209757;0;324867;397525;241733;0;344978;110;0;170;438723;222245;189094;340904
7806;150;Turup Sogn;Assens;355598;190469;201982;295924;410869;199164;200318;323796;240;10;400;438723;222245;189094;340904
7807;120;Barløse Sogn;Assens;377551;195581;0;318542;403010;200503;0;330953;230;0;360;438723;222245;189094;340904
7808;80;Sandager Sogn;Assens;385650;202451;0;308267;437538;224683;0;350553;120;0;210;438723;222245;189094;340904
7810;80;Tanderup Sogn;Middelfart;373695;184288;0;330715;422603;217635;0;357863;210;0;300;495148;241459;210825;386561
7811;160;Kerte Sogn;Assens;386769;192490;191792;324986;431489;209868;183844;354438;330;20;500;438723;222245;189094;340904
7812;180;Skydebjerg Sogn;Assens;447094;211276;223745;374416;504043;217681;176810;414184;440;20;640;438723;222245;189094;340904
7813;130;Ørsted Sogn;Assens;382141;201863;138884;308756;426568;209500;184901;348377;260;10;410;438723;222245;189094;340904
7814;170;Orte Sogn;Assens;391538;185196;209677;338627;457216;202945;230415;375587;390;20;570;438723;222245;189094;340904
7815;80;Søllested Sogn;Assens;394587;200437;0;302312;434614;204014;0;340023;120;0;210;438723;222245;189094;340904
7816;60;Vedtofte Sogn;Assens;384122;199830;0;333203;455942;198670;0;363127;110;0;170;438723;222245;189094;340904
7817;1100;Køng Sogn;Assens;384733;207958;191212;296163;418959;222848;191725;328572;1470;120;2700;438723;222245;189094;340904
7818;300;Flemløse Sogn;Assens;375334;204010;122807;294652;418996;227284;151790;336196;460;30;790;438723;222245;189094;340904
7819;1190;Hårby Sogn;Assens;374829;204996;194994;277936;422114;222767;189628;322047;1260;70;2520;438723;222245;189094;340904
7820;240;Dreslette Sogn;Assens;389755;207429;255960;313041;442557;229990;248879;356390;370;10;620;438723;222245;189094;340904
7821;320;Sønderby Sogn;Assens;383620;203373;208605;300102;451192;219746;192534;342500;390;20;730;438723;222245;189094;340904
7822;90;Helnæs Sogn;Assens;397957;209913;0;286883;572600;240848;0;408407;90;0;180;438723;222245;189094;340904
7823;4410;Middelfart Sogn;Middelfart;408609;228394;184254;310467;479666;251872;195487;369241;5250;360;10020;495148;241459;210825;386561
7824;670;Kauslunde Sogn;Middelfart;398070;216249;197059;331199;474184;226788;209752;382676;1290;80;2040;495148;241459;210825;386561
7825;460;Vejlby Sogn;Middelfart;431626;214308;220946;349712;531053;241022;286160;420903;780;30;1270;495148;241459;210825;386561
7826;1270;Strib Sogn;Middelfart;455769;231358;254573;362536;765461;287616;264493;570991;1910;40;3220;495148;241459;210825;386561
7827;360;Asperup Sogn;Middelfart;400763;202520;255365;336546;478728;223077;227748;388887;710;30;1100;495148;241459;210825;386561
7828;90;Roerslev Sogn;Middelfart;384462;198597;0;331755;432907;222673;0;362555;190;0;280;495148;241459;210825;386561
7829;570;Brenderup Sogn;Middelfart;403895;213319;192732;316335;441505;227897;223487;357762;990;60;1620;495148;241459;210825;386561
7830;160;Fjelsted Sogn;Middelfart;375108;192924;208155;309883;412691;199263;209915;341148;350;20;530;495148;241459;210825;386561
7831;230;Harndrup Sogn;Middelfart;367017;199682;212258;306855;392563;205623;241957;324493;410;10;650;495148;241459;210825;386561
7832;670;Gelsted Sogn;Middelfart;372616;202550;209426;296249;418463;210943;219607;331125;990;50;1720;495148;241459;210825;386561
7833;200;Rørup Sogn;Assens;370352;191619;208357;304261;410463;204318;188834;330352;340;20;550;438723;222245;189094;340904
7834;70;Balslev Sogn;Middelfart;388824;191851;179002;335601;431471;227162;208522;356998;140;10;210;495148;241459;210825;386561
7835;750;Ejby Sogn;Middelfart;365154;203747;156332;267920;405679;213377;183540;310828;850;60;1660;495148;241459;210825;386561
7836;900;Nørre Aaby Sogn;Middelfart;399875;216788;217468;309601;424478;223532;229979;337377;1290;90;2280;495148;241459;210825;386561
7837;90;Indslev Sogn;Middelfart;384183;196149;243479;305938;439826;209204;232630;356450;180;10;280;495148;241459;210825;386561
7838;110;Gamborg Sogn;Middelfart;409348;209459;166110;326100;449861;225426;170024;363934;220;20;340;495148;241459;210825;386561
7839;70;Udby Sogn;Middelfart;374215;206898;0;326528;491808;209169;0;411658;200;0;280;495148;241459;210825;386561
7840;100;Føns Sogn;Middelfart;422269;236603;0;340052;494668;283764;0;405924;150;0;250;495148;241459;210825;386561
7842;110;Husby Sogn;Middelfart;392819;207890;0;308844;428240;237961;0;352739;180;0;290;495148;241459;210825;386561
7843;150;Lunde Sogn;Nordfyns;366119;200318;236701;309545;409221;213536;254251;338530;280;10;440;429355;222356;191362;338056
7844;1220;Lumby Sogn;Odense;386455;207831;160103;300921;420717;227377;174160;330953;1870;260;3360;454716;228450;151188;327507
7845;90;Allesø Sogn;Odense;396084;191815;0;331408;435831;213170;0;360319;190;0;290;454716;228450;151188;327507
7846;1060;Næsbyhoved-Broby Sogn;Odense;403833;219280;184023;323334;476810;232390;208883;375819;1660;100;2810;454716;228450;151188;327507
7847;1890;Næsby Sogn;Odense;401363;208033;166189;317929;434663;225843;182532;339099;2630;240;4750;454716;228450;151188;327507
7848;290;Krogsbølle Sogn;Nordfyns;363038;198373;142070;293924;404590;216826;148847;328080;470;20;780;429355;222356;191362;338056
7849;140;Nørre Næraa Sogn;Nordfyns;358446;200872;0;266754;379272;201131;0;297981;170;0;320;429355;222356;191362;338056
7851;100;Klinte Sogn;Nordfyns;388513;200596;0;294335;476489;215591;0;363642;150;0;260;429355;222356;191362;338056
7852;100;Grindløse Sogn;Nordfyns;373583;189176;0;291861;453159;190286;0;339620;140;0;240;429355;222356;191362;338056
7853;150;Uggerslev Sogn;Nordfyns;362344;197096;169766;325455;401505;213166;175372;331811;290;20;450;429355;222356;191362;338056
7855;200;Skamby Sogn;Nordfyns;360788;197454;161744;300371;406372;214194;171302;332680;360;20;570;429355;222356;191362;338056
7856;1680;Bogense Sogn;Nordfyns;374176;211797;161014;263729;422906;226068;178649;313525;1450;90;3220;429355;222356;191362;338056
7857;280;Skovby Sogn;Nordfyns;354628;203478;157407;291013;396628;206352;162945;316314;420;20;710;429355;222356;191362;338056
7858;150;Ore Sogn;Nordfyns;401400;193303;230617;333521;444544;216538;218601;362253;290;20;450;429355;222356;191362;338056
7860;70;Nørre Sandager Sogn;Nordfyns;352021;204248;0;268718;372754;197711;0;302140;110;0;190;429355;222356;191362;338056
7862;40;Melby Sogn;Nordfyns;388971;191746;0;344449;463108;195567;0;387072;110;0;160;429355;222356;191362;338056
7863;300;Særslev Sogn;Nordfyns;379955;199838;221048;310810;404240;209100;222675;331853;550;20;870;429355;222356;191362;338056
7864;280;Hårslev Sogn;Nordfyns;366640;200358;200292;310685;401065;208298;209411;336913;620;30;930;429355;222356;191362;338056
7865;620;Vigerslev Sogn;Nordfyns;442015;215626;183190;371103;520151;247479;233864;430176;1350;50;2010;429355;222356;191362;338056
7866;330;Veflinge Sogn;Nordfyns;380597;202497;169757;296673;412841;209845;194204;330128;530;30;890;429355;222356;191362;338056
7867;1190;Søndersø Sogn;Nordfyns;385197;212806;158346;297171;434163;220968;181793;333093;1430;70;2680;429355;222356;191362;338056
7868;790;Agedrup Sogn;Odense;392059;197147;149907;329489;433620;226075;159800;345310;1220;70;2080;454716;228450;151188;327507
7869;260;Marslev Sogn;Kerteminde;399705;194496;148153;336931;442891;209678;193568;363834;560;30;850;463523;230173;180499;351775
7870;470;Birkende Sogn;Kerteminde;382969;199421;187899;311502;428048;222821;188783;341917;740;50;1260;463523;230173;180499;351775
7871;290;Rynkeby Sogn;Kerteminde;381768;203492;219848;318024;416563;217965;218076;338801;490;30;810;463523;230173;180499;351775
7872;120;Revninge Sogn;Kerteminde;425846;211562;0;367619;581391;253102;0;482359;310;0;440;463523;230173;180499;351775
7873;240;Mesinge Sogn;Kerteminde;384099;193619;235150;307762;439105;220700;226518;345974;360;20;630;463523;230173;180499;351775
